1,0,1,1,0,0,0,0,0,10,2,2,1,0,0,0,0,0.011363636363636364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,10,2,2,1,0,0,0,0,0.009433962264150943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,1,1,0,0,0,43,15,6,1,0,0,0,0,0.0, 0.0, 0.0, 0.0019646365422396855, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,10,2,2,1,0,0,0,0,0.00909090909090909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,1,0,0,0,27,9,3,0,0,0,0,0,0.012738853503184714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,1,0,0,0,84,29,6,1,0,0,0,0,0.00906344410876133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,10,2,2,1,0,0,0,0,0.009523809523809525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,0,0,0,0,0,0,5,2,2,1,0,0,0,0,0.013850415512465374, 0.0, 0.0, 0.0, 0.002770083102493075, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,1,0,0,0,41,15,6,1,0,0,1,0,0.0010834236186348862, 0.0, 0.0, 0.0021668472372697724, 0.0, 0.0, 0.0, 0.0, 0.0
1,1,1,1,0,1,1,0,0,69,23,6,1,0,0,0,0,0.009771986970684038, 0.0, 0.0, 0.0, 0.0, 0.003257328990228013, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,10,2,2,1,0,0,0,0,0.009900990099009901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,1,0,0,0,38,14,5,1,0,0,0,0,0.0, 0.0, 0.0, 0.001996007984031936, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,1,0,0,0,25,6,4,1,0,0,0,0,0.0078003120124804995, 0.0, 0.0, 0.0078003120124804995, 0.0, 0.0, 0.0, 0.0, 0.0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,1,1,0,0,0,18,6,2,0,0,0,0,0,0.009950248756218905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,10,2,2,1,0,0,0,0,0.009708737864077669, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,0,0,1,0,0,0,24,10,3,1,0,0,0,0,0.007290400972053463, 0.0, 0.0, 0.0, 0.001215066828675577, 0.002430133657351154, 0.0, 0.0, 0.0
1,0,1,0,0,1,0,0,0,24,10,3,1,0,0,0,0,0.007290400972053463, 0.0, 0.0, 0.0, 0.001215066828675577, 0.002430133657351154, 0.0, 0.0, 0.0
0,0,1,1,0,1,0,0,0,9,2,1,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,0,0,1,0,0,0,23,10,3,1,0,0,0,0,0.0072992700729927005, 0.0, 0.0, 0.0, 0.0012165450121654502, 0.0024330900243309003, 0.0, 0.0, 0.0
0,1,1,1,0,1,0,0,0,41,14,5,1,0,0,1,0,0.017964071856287425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,1,1,1,0,1,0,0,0,41,14,5,1,0,0,1,0,0.017964071856287425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,0,0,1,0,0,0,11,3,2,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,1,0,1,0,0,0,9,2,1,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,8,2,2,1,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,1,0,0,0,0,0,8,2,2,1,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,1,1,0,9,0,84,29,9,1,0,0,0,0,0.0011173184357541898, 0.0, 0.0, 0.0014897579143389199, 0.00037243947858472997, 0.00037243947858472997, 0.0, 0.0, 0.0
1,0,1,0,0,1,0,0,0,24,10,3,1,0,0,0,0,0.007290400972053463, 0.0, 0.0, 0.0, 0.001215066828675577, 0.002430133657351154, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,14,3,2,1,0,0,0,0,0.00963855421686747, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,14,3,2,1,0,0,0,0,0.009708737864077669, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,0,1,0,0,6,1,1,0,0,0,0,0,0.007633587786259542, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,8,2,2,1,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,1,0,0,0,85,29,6,1,0,0,0,0,0.00906344410876133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,14,3,2,1,0,0,0,0,0.009828009828009828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,1,1,1,0,1,0,0,0,41,14,5,1,0,0,1,0,0.017964071856287425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,1,1,0,0,86,29,6,1,0,0,0,0,0.00906344410876133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,1,0,0,0,39,12,8,1,0,0,0,0,0.004962779156327543, 0.0, 0.0, 0.0024813895781637717, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,8,2,2,1,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,1,1,1,0,29,9,6,1,0,0,0,0,0.002107481559536354, 0.0, 0.0, 0.005268703898840885, 0.0, 0.002107481559536354, 0.0, 0.0, 0.0
1,0,1,0,0,1,0,0,0,24,10,3,1,0,0,0,0,0.007308160779537149, 0.0, 0.0, 0.0, 0.001218026796589525, 0.00243605359317905, 0.0, 0.0, 0.0
1,0,1,0,0,1,0,0,0,24,10,3,1,0,0,0,0,0.007308160779537149, 0.0, 0.0, 0.0, 0.001218026796589525, 0.00243605359317905, 0.0, 0.0, 0.0
0,0,1,1,1,1,0,0,0,48,14,6,1,0,0,0,0,0.003968253968253968, 0.0, 0.0, 0.005952380952380952, 0.0, 0.001984126984126984, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,10,2,2,1,0,0,0,0,0.008928571428571428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,1,0,0,0,27,7,4,1,0,0,0,0,0.013636363636363636, 0.0, 0.0, 0.00909090909090909, 0.0, 0.004545454545454545, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,8,2,2,1,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,8,2,2,1,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,1,0,1,1,0,0,37,12,2,0,0,0,0,0,0.00881057268722467, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,7,2,2,1,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,1,0,0,0,10,2,2,1,0,0,0,0,0.006211180124223602, 0.0, 0.0, 0.0, 0.006211180124223602, 0.0, 0.0, 0.0, 0.0
0,1,1,1,0,1,0,5,0,19,5,2,0,0,0,0,0,0.005434782608695652, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,1,0,0,0,22,7,4,0,1,0,0,0,0.0016863406408094434, 0.0, 0.0, 0.003372681281618887, 0.0, 0.0, 0.0, 0.0, 0.0
0,1,1,1,0,1,0,5,0,19,5,2,0,0,0,0,0,0.005434782608695652, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0.006172839506172839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,1,0,0,0,12,4,2,1,0,0,0,0,0.007763975155279503, 0.0, 0.0, 0.007763975155279503, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,1,0,0,0,38,13,5,1,0,0,0,0,0.0022172949002217295, 0.0, 0.0, 0.0005543237250554324, 0.0005543237250554324, 0.0005543237250554324, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,10,2,2,1,0,0,0,0,0.009259259259259259, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,1,1,1,0,1,0,0,0,18,5,2,0,0,0,0,0,0.005434782608695652, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,1,1,1,0,0,0,48,14,6,1,0,0,0,0,0.003968253968253968, 0.0, 0.0, 0.005952380952380952, 0.0, 0.001984126984126984, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,7,2,2,1,0,0,1,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,1,0,0,0,39,12,8,1,0,0,0,0,0.0049504950495049506, 0.0, 0.0, 0.0024752475247524753, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,1,0,1,0,4,0,5,2,1,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,4,4,2,1,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,10,2,2,1,0,0,0,0,0.00980392156862745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,1,0,1,0,4,0,5,2,1,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,1,0,0,0,34,10,4,1,0,0,1,0,0.006622516556291391, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,1,1,0,0,0,0,0,10,2,2,1,0,0,0,0,0.010309278350515464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1,0,0,1,0,1,0,0,0,11,4,4,1,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,1,1,1,0,0,0,20,6,2,0,0,0,0,0,0.010256410256410256, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
