0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.009900990099009901, 0.0, 0.0, 0.0, 0.0
0,0,0,0,0,0,0,0,1,6,2,1,0,0,0,0,0,0.00847457627118644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0.01730103806228374, 0.0, 0.0034602076124567475, 0.0, 0.0034602076124567475, 0.0034602076124567475, 0.0, 0.0, 0.0034602076124567475
0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0.0, 0.0, 0.0, 0.010416666666666666, 0.0, 0.010416666666666666, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.01, 0.0, 0.0, 0.0, 0.0, 0.005, 0.005, 0.0, 0.0
0,1,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0.0067039106145251395, 0.0, 0.0, 0.0033519553072625698, 0.0, 0.0, 0.0011173184357541898, 0.0, 0.0011173184357541898
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.013824884792626729, 0.0, 0.0, 0.0, 0.004608294930875576, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.008955223880597015, 0.0, 0.0, 0.0029850746268656717, 0.0, 0.0029850746268656717, 0.0029850746268656717, 0.0, 0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011111111111111112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.02631578947368421, 0.0, 0.0, 0.0, 0.013157894736842105, 0.0, 0.0, 0.0, 0.0
0,0,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0.007952286282306162, 0.0, 0.0, 0.0, 0.0019880715705765406, 0.0, 0.0, 0.0, 0.005964214711729622
0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
