1,0,0,0,-2.29E-05,6,0
2,0,0,0,0.000161565,6,0
3,0,0,0,-1.68E-05,6,0
4,0,0,0,-0.000124474,6,0
5,0,0,0,-1.20E-06,6,0
6,0,0,0,6.57E-05,6,0
7,0,0,0,0.000201829,6,0
8,0,0,0,0.00016021,6,0
9,0,0,0,-1.05E-05,6,0
10,0,0,0,-4.40E-05,6,0
11,0,0,0,1.96E-05,6,0
12,0,0,0,0.000387724,6,0
13,0,0,0,0.000336584,6,0
14,0,0,0,9.36E-05,6,0
15,0,0,0,0.000350453,6,0
16,0,0,0,0.000183455,6,0
17,0,0,0,6.16E-05,6,0
18,0,0,0,3.25E-07,6,0
19,0,0,0,-0.000141397,6,0
20,0,0,0,2.42E-05,6,0
21,0,0,0,-1.03E-05,6,0
22,0,0,0,-0.000162013,6,0
23,0,0,0,0.000217491,6,0
24,0,0,0,-0.00037334,6,0
25,0,0,0,0.000274712,6,0
26,0,0,0,-0.000297258,6,0
27,0,0,0,-0.000160767,6,0
28,0,0,0,-0.00012576,6,0
29,0,0,0,-0.000165625,6,0
30,0,0,0,-0.000200772,6,0
31,0,0,0,0.00000395,6,0
32,0,0,0,7.44E-06,6,0
33,0,0,0,-6.30E-05,6,0
34,0,0,0,-0.000249665,6,0
35,0,0,0,-0.000110767,6,0
36,0,0,0,-0.000243416,6,0
37,0,0,0,-0.000257109,6,0
38,0,0,0,-0.000314141,6,0
39,0,0,0,3.43E-06,6,0
40,0,0,0,-0.000221658,6,0
41,0,0,0,-0.000547698,6,0
42,0,0,0,-0.000467386,6,0
43,0,0,0,-0.000395044,6,0
44,0,0,0,-0.000185073,6,0
45,0,0,0,0.000002363,6,0
46,0,0,0,-0.000136926,6,0
47,0,0,0,-0.000144114,6,0
48,0,0,0,0.00025761,6,0
49,0,0,0,2.13E-05,6,0
50,0,0,0,-0.000213519,6,0
51,0,0,0,0.000171235,6,0
52,0,0,0,-0.000116624,6,0
53,0,0,0,-0.000178743,6,0
54,0,0,0,5.45E-05,6,0
55,0,0,0,0.000001298,6,0
56,0,0,0,-0.000240165,6,0
57,0,0,0,0.000022414,6,0
58,0,0,0,-0.000372679,6,0
59,0,0,0,-0.000161515,6,0
60,0,0,0,0.000004244,6,0
61,0,0,0,0.000178216,6,0
62,0,0,0,0.000190373,6,0
63,0,0,0,-0.000253941,6,0
64,0,0,0,8.77E-05,6,0
65,0,0,0,0.000225773,6,0
66,0,0,0,-0.000195824,6,0
67,0,0,0,0.000331876,6,0
68,0,0,0,-0.000388642,6,0
69,0,0,0,3.80E-06,6,0
70,0,0,0,-7.34E-05,6,0
71,0,0,0,-8.94E-05,6,0
72,0,0,0,-2.56E-05,6,0
73,0,0,0,7.09E-05,6,0
74,0,0,0,-0.000494471,6,0
75,0,0,0,-0.000104798,6,0
76,0,0,0,-0.000182596,6,0
77,0,0,0,0.000134301,6,0
78,0,0,0,-0.000391995,6,0
79,0,0,0,0.000007422,6,0
