1,1,0,0.02666666666666667,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.02666666666666667,0.0,0.1,0.021505376344086023,1,0
1,1,1,0.11466666666666667,0.0,0.3,0.16129032258064516,1,0
1,1,0,0.02666666666666667,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.072,0.0,0.15,0.0967741935483871,0,0
1,1,0,0.224,0.0,0.3,0.3118279569892473,1,0
1,1,0,0.02666666666666667,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.013333333333333334,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.10933333333333334,0.0,0.3,0.16129032258064516,1,0
1,1,0,0.184,0.0,0.3,0.24731182795698925,1,1
1,1,0,0.02666666666666667,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.10133333333333333,0.0,0.25,0.15053763440860216,1,0
1,1,0,0.06666666666666667,0.0,0.2,0.06451612903225806,1,0
1,0,0,0.0,0.0,0.0,0.0,0,1
1,1,1,0.048,0.0,0.1,0.06451612903225806,0,0
1,1,0,0.02666666666666667,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.064,0.0,0.15,0.10752688172043011,1,0
1,1,0,0.064,0.0,0.15,0.10752688172043011,1,0
1,1,0,0.024,0.0,0.05,0.021505376344086023,0,0
1,1,0,0.06133333333333333,0.0,0.15,0.10752688172043011,1,0
1,1,0,0.10933333333333334,0.0,0.25,0.15053763440860216,1,1
1,1,0,0.10933333333333334,0.0,0.25,0.15053763440860216,1,1
1,1,0,0.029333333333333333,0.0,0.1,0.03225806451612903,0,0
1,1,0,0.024,0.0,0.05,0.021505376344086023,0,0
1,1,0,0.021333333333333333,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.021333333333333333,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.005333333333333333,0.0,0.05,0.010752688172043012,0,0
1,1,1,0.224,0.10714285714285714,0.45,0.3118279569892473,1,0
1,1,0,0.064,0.0,0.15,0.10752688172043011,1,0
1,1,0,0.037333333333333336,0.0,0.1,0.03225806451612903,1,0
1,1,0,0.037333333333333336,0.0,0.1,0.03225806451612903,1,0
1,1,0,0.016,0.0,0.05,0.010752688172043012,0,0
1,1,0,0.021333333333333333,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.22666666666666666,0.0,0.3,0.3118279569892473,1,0
1,1,0,0.037333333333333336,0.0,0.1,0.03225806451612903,1,0
1,1,0,0.10933333333333334,0.0,0.25,0.15053763440860216,1,1
1,1,0,0.22933333333333333,0.0,0.3,0.3118279569892473,1,0
1,1,0,0.104,0.0,0.4,0.12903225806451613,1,0
1,1,0,0.021333333333333333,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.07733333333333334,0.011904761904761904,0.3,0.0967741935483871,1,0
1,1,0,0.064,0.0,0.15,0.10752688172043011,1,0
1,1,0,0.064,0.0,0.15,0.10752688172043011,1,0
1,1,1,0.128,0.0,0.3,0.15053763440860216,1,0
1,1,0,0.02666666666666667,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.072,0.0,0.2,0.07526881720430108,1,0
1,1,0,0.021333333333333333,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.021333333333333333,0.0,0.1,0.021505376344086023,1,0
1,1,0,0.09866666666666667,0.0,0.1,0.12903225806451613,0,0
1,1,0,0.018666666666666668,0.0,0.1,0.021505376344086023,1,0
